  0.00000000E+00 -0.57058062E+01
  0.28922784E-01 -0.57042565E+01
  0.57845569E-01 -0.56995932E+01
  0.86768353E-01 -0.56917736E+01
  0.11569114E+00 -0.56807272E+01
  0.14461392E+00 -0.56663565E+01
  0.17353671E+00 -0.56485377E+01
  0.20245949E+00 -0.56271225E+01
  0.23138228E+00 -0.56019391E+01
  0.26030506E+00 -0.55727948E+01
  0.28922784E+00 -0.55394777E+01
  0.31815063E+00 -0.55017588E+01
  0.34707341E+00 -0.54593951E+01
  0.37599620E+00 -0.54121317E+01
  0.40491898E+00 -0.53597050E+01
  0.43384177E+00 -0.53018455E+01
  0.46276455E+00 -0.52382811E+01
  0.49168734E+00 -0.51687396E+01
  0.52061012E+00 -0.50929525E+01
  0.54953290E+00 -0.50106578E+01
  0.57845569E+00 -0.49216033E+01
  0.60737847E+00 -0.48255496E+01
  0.63630126E+00 -0.47222729E+01
  0.66522404E+00 -0.46115684E+01
  0.69414683E+00 -0.44932526E+01
  0.72306961E+00 -0.43671664E+01
  0.75199240E+00 -0.42331770E+01
  0.78091518E+00 -0.40911809E+01
  0.80983796E+00 -0.39411053E+01
  0.83876075E+00 -0.37829104E+01
  0.86768353E+00 -0.36165910E+01
  0.89660632E+00 -0.34421776E+01
  0.92552910E+00 -0.32597382E+01
  0.95445189E+00 -0.30693783E+01
  0.98337467E+00 -0.28712422E+01
  0.10122975E+01 -0.26655133E+01
  0.10412202E+01 -0.24524140E+01
  0.10701430E+01 -0.22322057E+01
  0.10990658E+01 -0.20051884E+01
  0.11279886E+01 -0.17717000E+01
  0.11569114E+01 -0.15321155E+01
  0.11861278E+01 -0.15345166E+01
  0.12153442E+01 -0.15417724E+01
  0.12445607E+01 -0.15540384E+01
  0.12737771E+01 -0.15715672E+01
  0.13029935E+01 -0.15946982E+01
  0.13322099E+01 -0.16238431E+01
  0.13614263E+01 -0.16594662E+01
  0.13906428E+01 -0.17020593E+01
  0.14198592E+01 -0.17521123E+01
  0.14490756E+01 -0.18100802E+01
  0.14782920E+01 -0.18763477E+01
  0.15075085E+01 -0.19511943E+01
  0.15367249E+01 -0.20347634E+01
  0.15659413E+01 -0.21270372E+01
  0.15659413E+01 -0.21270372E+01
  0.15951577E+01 -0.22278213E+01
  0.16243742E+01 -0.23367396E+01
  0.16535906E+01 -0.24532402E+01
  0.16828070E+01 -0.25766120E+01
  0.17120234E+01 -0.27060084E+01
  0.17412399E+01 -0.28404766E+01
  0.17704563E+01 -0.29789899E+01
  0.17996727E+01 -0.31204794E+01
  0.18288891E+01 -0.32638640E+01
  0.18581056E+01 -0.34080771E+01
  0.18873220E+01 -0.35520897E+01
  0.19165384E+01 -0.36949287E+01
  0.19457548E+01 -0.38356912E+01
  0.19749713E+01 -0.39735555E+01
